focal0	Venus0	treatment	plate	focal96	venus96	focal_f	venus_f	r_f	r_v	w_ma	r_anc	w_anc	stma	stanc	s	st	rel	rel_unscaled	line	line2	gen	anc	rep	type	genic	exonic	intronic	intergenic	utr5	utr3	fold0	fold4	fold2	fold3	CDS	nonsynonymous	nonsense	SNP	indel
85	61	50	D	5	14	50	140	-0.005527378	0.008653839	-0.014181217	-0.001284617	-0.009938456	7.651830835	5.362542943	0.004242761	-2.289287892	3.289287892	0.995757239	1373L6	1373L6	748.9369019	1373	1	ma	154	87	67	15	6	36	28	9	8	0	45	31	1	152	17
119	84	50	B	27	21	270	210	0.008534359	0.009544695	-0.001010336	0.004246265	-0.005298431	-0.164924163	-0.864899544	-0.004288095	-0.699975381	1.699975381	1.004288095	1373L7	1373L7	766.3732615	1373	1	ma	119	82	39	18	4	33	28	11	7	0	46	27	4	114	23
172	69	50	B	22	37	220	370	0.002563886	0.017493714	-0.014929828	0.004246265	-0.013247449	-2.437099205	-2.16247292	0.001682378	0.274626285	0.725373715	0.998317622	1373L8	1373L8	724.7115706	1373	1	ma	159	108	52	10	5	30	49	15	9	0	73	53	2	154	15
86	64	50	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_1	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	26	50	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_2	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	68	50	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_3	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	45	50	C	1	2	10	20	0.0053211	-0.00844719	0.01376829	0.0053211	0.01376829	1.793510935	1.793510935	0	0	1	1	1952anc	1952_4	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	52	50	C	NA	NA	NA	NA	NA	NA	NA	0.0053211	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_5	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	50	C	NA	NA	NA	NA	NA	NA	NA	0.0053211	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_6	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	45	50	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_7	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	43	50	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L1	1952L1	1073.672953	1952	1	ma	25	14	11	3	2	6	4	2	0	0	6	3	2	23	5
16	54	50	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L10	1952L10	1047.061965	1952	1	ma	15	7	8	4	1	3	2	0	1	0	3	2	0	15	4
4	70	50	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L11	1952L11	1066.196226	1952	1	ma	23	11	12	4	2	4	4	0	1	0	5	4	1	20	7
NA	NA	50	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L12	1952L12	1043.740747	1952	1	ma	49	30	19	0	0	11	13	4	2	0	19	12	2	44	5
34	34	50	C	NA	NA	NA	NA	NA	NA	NA	0.0053211	NA	NA	NA	NA	NA	NA	NA	1952L13	1952L13	1002.450907	1952	1	ma	30	13	17	8	2	5	5	1	0	0	6	5	0	33	5
44	77	50	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L14	1952L14	1084.652422	1952	1	ma	21	11	10	4	2	3	3	1	2	0	6	4	0	21	4
NA	NA	50	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L15	1952L15	1049.141229	1952	1	ma	27	15	12	4	1	5	7	1	1	0	9	6	1	22	9
2	32	50	C	NA	NA	NA	NA	NA	NA	NA	0.0053211	NA	NA	NA	NA	NA	NA	NA	1952L2	1952L2	1082.900304	1952	1	ma	41	17	24	4	1	8	6	1	1	0	8	5	1	36	9
21	33	50	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L3	1952L3	1077.265533	1952	1	ma	34	25	9	1	2	6	11	3	3	0	17	13	1	31	4
83	43	50	C	NA	NA	NA	NA	NA	NA	NA	0.0053211	NA	NA	NA	NA	NA	NA	NA	1952L4	1952L4	953.5124537	1952	1	ma	3	3	0	0	0	0	2	0	1	0	3	3	0	3	0
NA	NA	50	C	NA	NA	NA	NA	NA	NA	NA	0.0053211	NA	NA	NA	NA	NA	NA	NA	1952L5	1952L5	702.9989955	1952	1	ma	19	16	3	2	0	1	8	4	2	1	15	9	0	20	1
60	40	50	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L6	1952L6	1063.92499	1952	1	ma	43	23	20	3	4	7	7	3	2	0	12	8	0	42	4
340	58	50	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L7	1952L7	1048.043857	1952	1	ma	34	21	13	2	0	4	7	6	4	0	17	6	0	29	7
8	29	50	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L8	1952L8	1000.174209	1952	1	ma	37	24	13	7	2	7	8	3	3	1	15	10	2	41	3
886	51	50	A	958	55	9580	550	0.024799124	0.024771798	2.73E-05	0.025833953	0.001062155	0.000733175	0.028498519	0.001034829	0.027765344	0.972234656	0.998965171	2342anc	2342_1	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
809	57	50	A	987	34	9870	340	0.026056836	0.018603066	0.00745377	0.025833953	0.007230887	0.199991048	0.194010913	-0.000222883	-0.005980135	1.005980135	1.000222883	2342anc	2342_2	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	38	50	A	488	16	4880	160	0.026645899	0.014974871	0.011671028	0.025833953	0.010859082	0.313143711	0.291358498	-0.000811946	-0.021785212	1.021785212	1.000811946	2342anc	2342_3	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1085	79	50	B	2049	27	20490	270	0.030607885	0.012801814	0.017806072	0.030607885	0.017806072	0.403236886	0.403236886	0	0	1	1	2342anc	2342_4	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605	36	50	C	1375	4	13750	40	0.032537142	0.001097505	0.031439637	0.032537142	0.031439637	0.669766738	0.669766738	0	0	1	1	2342anc	2342_5	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	22	50	D	2736	166	27360	1660	0.041815644	0.045036775	-0.003221131	0.041815644	-0.003221131	-0.053394319	-0.053394319	0	0	1	1	2342anc	2342_6	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	61	50	D	278	223	2780	2230	0.028284067	0.037488365	-0.009204297	0.041815644	0.00432728	-0.152572868	0.071730133	0.013531577	0.224303001	0.775696999	0.986468423	2342L1	2342L1	1108.704281	2342	1	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	68	50	C	3161	38	31610	380	0.029129915	0.017923579	0.011206336	0.032537142	0.014613564	0.238731481	0.311316535	0.003407228	0.072585054	0.927414946	0.996592772	2342L10	2342L10	1130.380421	2342	1	ma	62	43	19	5	4	15	13	9	3	0	25	13	0	61	6
237	34	50	B	662	22	6620	220	0.034685318	0.019450698	0.01523462	0.030607885	0.011157187	0.345003702	0.252666028	-0.004077433	-0.092337674	1.092337674	1.004077433	2342L11	2342L11	1108.913665	2342	1	ma	65	47	18	7	3	22	18	2	2	0	22	18	1	65	7
14	20	50	C	NA	NA	NA	NA	NA	NA	NA	0.032537142	NA	NA	NA	NA	NA	NA	NA	2342L12	2342L12	825.6364913	2342	1	ma	38	34	4	1	4	5	12	6	7	0	25	14	1	37	2
67	71	50	D	NA	NA	NA	NA	NA	NA	NA	0.041815644	NA	NA	NA	NA	NA	NA	NA	2342L14	2342L14	1091.379213	2342	1	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	38	50	C	NA	NA	NA	NA	NA	NA	NA	0.032537142	NA	NA	NA	NA	NA	NA	NA	2342L15	2342L15	1121.580331	2342	1	ma	63	38	25	6	5	12	16	4	1	0	21	15	0	60	9
1651	36	50	B	491	43	4910	430	0.01135305	0.025836107	-0.014483057	0.030607885	0.004771778	-0.327983792	0.108061847	0.019254835	0.436045639	0.563954361	0.980745165	2342L3	2342L3	1048.069541	2342	1	ma	126	84	42	13	5	36	26	10	7	0	43	29	4	128	11
127	52	50	D	55	10	550	100	0.015268033	0.006811734	0.008456299	0.041815644	0.03500391	0.140173852	0.580234076	0.026547611	0.440060224	0.559939776	0.973452389	2342L4	2342L4	1093.286453	2342	1	ma	152	92	60	9	7	31	33	15	6	0	54	37	1	152	9
223	23	50	C	1680	65	16800	650	0.045020442	0.034807064	0.010213378	0.032537142	-0.002269922	0.217578233	-0.048356735	-0.0124833	-0.265934968	1.265934968	1.0124833	2342L5	2342L5	1120.561999	2342	1	ma	93	56	37	13	12	17	15	4	8	0	27	16	1	98	8
682	59	50	A	1037	52	10370	520	0.028350444	0.022669702	0.005680743	0.025833953	0.003164251	0.152419208	0.084899582	-0.002516491	-0.067519626	1.067519626	1.002516491	2342L7	2342L7	1126.120418	2342	1	ma	60	40	20	5	5	15	13	4	3	0	20	15	1	63	2
102	34	50	B	11	24	110	240	0.000786537	0.020357067	-0.01957053	0.030607885	0.010250819	-0.443194863	0.232140375	0.029821348	0.675335238	0.324664762	0.970178652	2342L8	2342L8	562.3858322	2342	1	ma	14	8	6	0	1	3	1	1	2	0	4	3	0	10	4
180	44	50	B	39	46	390	460	0.008054061	0.024448301	-0.016394239	0.030607885	0.006159585	-0.371264485	0.139490157	0.022553824	0.510754642	0.489245358	0.977446176	2342L9	2342L9	959.3468012	2342	1	ma	46	32	14	1	4	11	10	4	2	1	17	11	2	41	6
683	64	50	A	35	30	350	300	-0.006964184	0.016092702	-0.023056886	-0.006964184	-0.023056886	2.294858218	2.294858218	0	0	1	1	2344anc	2344_1	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1448	60	50	B	27	3	270	30	-0.017494965	-0.007220283	-0.010274682	-0.017494965	-0.010274682	0.407080935	0.407080935	0	0	1	1	2344anc	2344_2	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	41	50	C	10	8	100	80	-0.010461475	0.006963068	-0.017424544	-0.010461475	-0.017424544	1.154500019	1.154500019	0	0	1	1	2344anc	2344_3	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2803	103	50	D	71	7	710	70	-0.014303964	-0.004023268	-0.010280696	-0.008710928	-0.00468766	0.818056995	0.373007121	0.005593036	-0.445049874	1.445049874	0.994406964	2344anc	2344_4	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	45	50	D	11	30	110	300	-0.010691327	0.019761667	-0.030452993	-0.008710928	-0.028472595	2.423209848	2.26562527	0.001980399	-0.157584578	1.157584578	0.998019601	2344anc	2344_5	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	69	50	D	26	10	260	100	-0.001137493	0.003865247	-0.005002739	-0.008710928	-0.012576175	0.398078671	1.000713131	-0.007573435	0.60263446	0.39736554	1.007573435	2344anc	2344_6	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	98	50	A	NA	NA	NA	NA	NA	NA	NA	-0.006964184	NA	NA	NA	NA	NA	NA	NA	2344L1	2344L1	912.356113	2344	1	ma	367	233	134	29	20	54	97	27	34	1	159	98	11	345	51
468	38	50	B	NA	NA	NA	NA	NA	NA	NA	-0.017494965	NA	NA	NA	NA	NA	NA	NA	2344L10	2344L10	917.129696	2344	1	ma	54	30	24	5	2	5	14	5	4	0	23	14	1	51	8
70	46	50	D	NA	NA	NA	NA	NA	NA	NA	-0.008710928	NA	NA	NA	NA	NA	NA	NA	2344L12	2344L12	950.0552184	2344	1	ma	67	40	27	7	1	7	19	10	3	0	32	19	0	65	9
673	50	50	B	20	11	200	110	-0.012639875	0.008213098	-0.020852972	-0.017494965	-0.025708062	0.826190796	1.018548545	-0.00485509	0.192357748	0.807642252	1.00485509	2344L13	2344L13	961.4186064	2344	1	ma	45	36	9	4	3	12	11	6	4	0	21	13	0	39	10
272	49	50	D	4	0	40	0	-0.019967944	NA	NA	-0.008710928	NA	NA	NA	NA	NA	NA	NA	2344L14	2344L14	931.447801	2344	1	ma	42	30	12	4	4	10	13	2	1	0	16	9	0	35	11
138	50	50	A	NA	NA	NA	NA	NA	NA	NA	-0.006964184	NA	NA	NA	NA	NA	NA	NA	2344L15	2344L15	946.6643063	2344	1	ma	49	31	18	4	1	13	9	6	1	1	17	7	3	40	13
447	80	50	D	20	5	200	50	-0.008377513	-0.004895871	-0.003481642	-0.008710928	-0.003815057	0.27704168	0.303572241	-0.000333415	0.026530561	0.973469439	1.000333415	2344L2	2344L2	923.1078072	2344	1	ma	71	47	24	9	3	15	15	8	6	0	29	15	2	68	12
245	51	50	C	NA	NA	NA	NA	NA	NA	NA	-0.010461475	NA	NA	NA	NA	NA	NA	NA	2344L3	2344L3	1000.469526	2344	1	ma	58	36	22	5	2	12	13	5	4	0	22	12	0	52	11
7	33	50	A	NA	NA	NA	NA	NA	NA	NA	-0.006964184	NA	NA	NA	NA	NA	NA	NA	2344L4	2344L4	808.9505794	2344	1	ma	23	18	5	1	1	3	7	3	3	1	14	9	0	22	2
182	32	50	C	8	44	80	440	-0.008562292	0.027302488	-0.03586478	-0.010461475	-0.037763963	2.376296928	2.502131311	-0.001899183	0.125834384	0.874165616	1.001899183	2344L6	2344L6	970.6307256	2344	1	ma	31	20	11	7	0	7	5	6	2	0	13	7	0	27	11
268	48	50	B	NA	NA	NA	NA	NA	NA	NA	-0.017494965	NA	NA	NA	NA	NA	NA	NA	2344L7	2344L7	990.9451516	2344	1	ma	35	25	10	10	2	3	15	4	1	0	20	13	1	37	8
271	31	50	C	140	9	1400	90	0.017105299	0.011102317	0.006002982	-0.010461475	-0.021563793	-0.397740248	1.428754724	-0.027566774	1.826494973	-0.826494973	1.027566774	2344L8	2344L8	1009.966123	2344	1	ma	65	37	28	10	1	8	19	5	3	1	28	18	2	66	9
12	33	50	B	NA	NA	NA	NA	NA	NA	NA	-0.017494965	NA	NA	NA	NA	NA	NA	NA	2344L9	2344L9	901.0619061	2344	1	ma	24	16	8	3	1	5	6	2	1	1	10	6	1	19	8
175	72	50	A	22	11	220	110	0.002383766	0.004414732	-0.002030965	0.002383766	-0.002030965	-0.59056033	-0.59056033	0	0	1	1	2931anc	2931_1	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	44	50	B	10	62	100	620	-0.005404102	0.027557603	-0.032961705	-0.005404102	-0.032961705	4.227772263	4.227772263	0	0	1	1	2931anc	2931_2	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	31	50	C	67	7	670	70	0.023381228	0.008484459	0.014896769	0.003346056	-0.005138403	3.085918119	-1.064438319	-0.020035172	-4.150356437	5.150356437	1.020035172	2931anc	2931_3	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	19	50	C	2	15	20	150	-0.006122778	0.021522878	-0.027645656	0.003346056	-0.018176823	-5.72689502	-3.765392856	0.009468833	1.961502164	-0.961502164	0.990531167	2931anc	2931_4	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	35	50	C	4	6	40	60	-0.007220283	0.005614547	-0.01283483	0.003346056	-0.002268491	-2.658780235	-0.469925982	0.010566339	2.188854252	-1.188854252	0.989433661	2931anc	2931_5	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	51	50	D	11	16	110	160	0.001861373	0.011909877	-0.010048504	0.001861373	-0.010048504	-3.7419115	-3.7419115	0	0	1	1	2931anc	2931_6	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	38	50	C	NA	NA	NA	NA	NA	NA	NA	0.003346056	NA	NA	NA	NA	NA	NA	NA	2931L1	2931L1	1050.109001	2931	1	ma	82	49	33	7	7	12	19	10	1	0	30	20	3	77	12
51	49	50	D	NA	NA	NA	NA	NA	NA	NA	0.001861373	NA	NA	NA	NA	NA	NA	NA	2931L11	2931L11	1021.13559	2931	1	ma	77	45	32	8	3	11	26	2	2	1	31	24	4	74	11
105	64	50	B	16	80	160	800	0.00438764	0.026309673	-0.021922033	-0.005404102	-0.031713775	2.811789162	4.067708937	-0.009791742	1.255919775	-0.255919775	1.009791742	2931L13	2931L13	1041.362593	2931	1	ma	88	63	25	9	4	19	30	6	3	1	40	28	3	83	14
152	51	50	A	NA	NA	NA	NA	NA	NA	NA	0.002383766	NA	NA	NA	NA	NA	NA	NA	2931L14	2931L14	1016.111493	2931	1	ma	67	48	19	12	11	15	13	6	2	1	22	9	3	56	23
25	20	50	C	8	14	80	140	0.012116154	0.020269897	-0.008153743	0.003346056	-0.016923842	-1.689076598	-3.50583345	-0.008770099	-1.816756852	2.816756852	1.008770099	2931L15	2931L15	1052.540951	2931	1	ma	128	81	47	13	11	22	28	9	10	1	48	23	6	72	69
2	31	50	C	NA	NA	NA	NA	NA	NA	NA	0.003346056	NA	NA	NA	NA	NA	NA	NA	2931L2	2931L2	1056.765369	2931	1	ma	115	71	44	8	12	25	24	6	4	1	35	15	4	82	41
472	54	50	A	NA	NA	NA	NA	NA	NA	NA	0.002383766	NA	NA	NA	NA	NA	NA	NA	2931L3	2931L3	1000.399127	2931	1	ma	46	31	15	6	4	6	10	9	2	0	21	8	5	39	13
56	51	50	D	NA	NA	NA	NA	NA	NA	NA	0.001861373	NA	NA	NA	NA	NA	NA	NA	2931L4	2931L4	1011.411706	2931	1	ma	96	58	38	4	6	13	30	1	8	0	39	30	3	81	19
15	31	50	D	NA	NA	NA	NA	NA	NA	NA	0.001861373	NA	NA	NA	NA	NA	NA	NA	2931L5	2931L5	993.8603657	2931	1	ma	310	205	106	25	15	60	75	32	22	1	130	72	12	265	70
259	60	50	D	NA	NA	NA	NA	NA	NA	NA	0.001861373	NA	NA	NA	NA	NA	NA	NA	2931L6	2931L6	1083.095655	2931	1	ma	78	47	31	6	0	15	23	6	3	0	32	20	2	62	22
116	46	50	D	NA	NA	NA	NA	NA	NA	NA	0.001861373	NA	NA	NA	NA	NA	NA	NA	2931L7	2931L7	1067.34507	2931	1	ma	66	49	17	6	5	12	18	7	7	0	32	21	1	63	9
246	45	50	A	NA	NA	NA	NA	NA	NA	NA	0.002383766	NA	NA	NA	NA	NA	NA	NA	2931L9	2931L9	1079.236285	2931	1	ma	98	58	41	15	4	21	23	7	3	0	33	23	2	98	15
1992	90	50	A	662	62	6620	620	0.012509961	0.020103227	-0.007593267	0.012509961	-0.007593267	-0.420724862	-0.420724862	0	0	1	1	2937anc	2937_1	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1527	46	50	B	2149	119	21490	1190	0.027544611	0.033886117	-0.006341505	0.024001727	-0.00988439	-0.183136678	-0.285451829	-0.003542884	-0.102315152	1.102315152	1.003542884	2937anc	2937_2	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	47	50	B	484	13	4840	130	0.020458842	0.01059778	0.009861063	0.024001727	0.013403947	0.284778168	0.387093322	0.003542885	0.102315155	0.897684845	0.996457115	2937anc	2937_3	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	44	50	C	834	56	8340	560	0.022895253	0.026497366	-0.003602113	0.027315459	0.000818093	-0.091405923	0.020759631	0.004420206	0.112165554	0.887834446	0.995579794	2937anc	2937_4	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	27	50	C	1048	64	10480	640	0.031735665	0.032975326	-0.001239661	0.027315459	-0.005659867	-0.03145718	-0.143622732	-0.004420206	-0.112165551	1.112165551	1.004420206	2937anc	2937_5	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	53	50	D	8	6	80	60	0.004288903	0.001292215	0.002996688	0.009961491	0.008669276	0.20851758	0.603231398	0.005672588	0.394713818	0.605286182	0.994327412	2937anc	2937_6	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729	39	50	D	327	8	3270	80	0.015634079	0.00748401	0.008150068	0.009961491	0.002477481	0.567103544	0.172389727	-0.005672588	-0.394713818	1.394713818	1.005672588	2937anc	2937_7	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
546	26	50	B	422	68	4220	680	0.021301786	0.033999961	-0.012698175	0.024001727	-0.009998234	-0.366711297	-0.288739548	0.002699941	0.077971749	0.922028251	0.997300059	2937L1	2937L1	925.2416677	2937	1	ma	55	35	20	8	3	9	16	4	3	0	23	13	3	49	14
314	23	50	C	431	71	4310	710	0.027284377	0.035726779	-0.008442402	0.027315459	-0.00841132	-0.21423132	-0.213442595	3.11E-05	0.000788726	0.999211274	0.9999689	2937L10	2937L10	949.0897893	2937	1	ma	46	24	22	5	0	9	10	2	3	0	15	9	3	34	17
1253	67	50	A	629	109	6290	1090	0.016806462	0.029054587	-0.012248125	0.012509961	-0.016544627	-0.678639476	-0.916698435	-0.004296502	-0.238058959	1.238058959	1.004296502	2937L11	2937L11	955.8661526	2937	1	ma	20	14	6	3	1	5	4	4	0	0	8	4	1	21	2
1319	42	50	C	1902	87	19020	870	0.027798096	0.031571079	-0.003772983	0.027315459	-0.00425562	-0.095741858	-0.107989069	-0.000482637	-0.012247211	1.012247211	1.000482637	2937L12	2937L12	980.5629424	2937	1	ma	34	19	15	6	2	5	7	3	2	0	12	7	0	31	9
1685	54	50	A	111	31	1110	310	-0.004347975	0.018204044	-0.022552019	0.012509961	-0.005694084	-1.249553765	-0.315495651	0.016857935	0.934058114	0.065941886	0.983142065	2937L13	2937L13	965.3100589	2937	1	ma	41	21	20	10	1	5	10	0	5	0	15	9	2	42	9
481	102	50	A	829	44	8290	440	0.029655604	0.015227103	0.014428501	0.012509961	-0.002717143	0.799448928	-0.150550425	-0.017145643	-0.949999353	1.949999353	1.017145643	2937L15	2937L15	915.605205	2937	1	ma	32	19	13	3	6	6	4	2	1	0	7	5	0	24	11
555	47	50	C	374	35	3740	350	0.019873675	0.020914433	-0.001040758	0.027315459	0.006401026	-0.026409897	0.162430121	0.007441784	0.188840019	0.811159981	0.992558216	2937L2	2937L2	991.1691217	2937	1	ma	32	17	15	1	2	4	5	5	1	0	11	3	2	25	8
1291	91	50	A	1139	43	11390	430	0.022680403	0.016176309	0.006504093	0.012509961	-0.003666349	0.360376358	-0.203143679	-0.010170442	-0.563520037	1.563520037	1.010170442	2937L3	2937L3	996.2538953	2937	1	ma	53	29	24	4	3	2	13	5	6	0	24	16	1	46	11
1412	30	50	C	2784	60	27840	600	0.031056945	0.031205545	-0.0001486	0.027315459	-0.003890085	-0.003770812	-0.098713396	-0.003741486	-0.094942584	1.094942584	1.003741486	2937L4	2937L4	1019.276952	2937	1	ma	41	18	23	4	2	4	8	3	1	0	12	6	0	26	19
1018	41	50	B	681	7	6810	70	0.019797419	0.005572116	0.014225302	0.024001727	0.018429611	0.410813284	0.532229727	0.004204308	0.121416443	0.878583557	0.995795692	2937L5	2937L5	951.4903603	2937	1	ma	36	19	17	2	1	8	5	4	1	0	10	5	1	35	3
1076	73	50	D	131	15	1310	150	0.002049757	0.007501832	-0.005452075	0.009961491	0.002459659	-0.379369947	0.171149659	0.007911734	0.550519606	0.449480394	0.992088266	2937L6	2937L6	977.3438015	2937	1	ma	39	23	16	5	3	4	12	0	4	0	16	14	1	32	12
136	57	50	D	103	40	1030	400	0.0210902	0.020295972	0.000794228	0.009961491	-0.010334481	0.055264529	-0.719100815	-0.011128709	-0.774365345	1.774365345	1.011128709	2937L7	2937L7	954.3078344	2937	1	ma	17	10	7	2	1	5	2	2	1	0	5	2	0	16	3
32	35	50	D	NA	NA	NA	NA	NA	NA	NA	0.009961491	NA	NA	NA	NA	NA	NA	NA	2937L8	2937L8	403.8766266	2937	1	ma	14	11	3	1	1	5	3	1	1	0	5	3	0	10	5
837	43	50	B	24	104	240	1040	-0.013012345	0.033185165	-0.046197511	0.024001727	-0.009183439	-1.334140432	-0.265209021	0.037014072	1.06893141	-0.06893141	0.962985928	2937L9	2937L9	966.6297184	2937	1	ma	87	60	27	10	7	13	29	6	5	0	40	26	2	81	16
747	1175	0	E	1015	27520	10150	275200	0.02717879	0.056835729	-0.029656939	0.028720098	-0.028115631	-0.715757439	-0.678558628	0.001541308	0.037198811	0.962801189	0.998458692	1373anc	1373_1	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	1070	0	E	780	27595	7800	275950	0.030261406	0.057839178	-0.027577771	0.028720098	-0.02911908	-0.665577621	-0.702776432	-0.001541308	-0.037198811	1.037198811	1.001541308	1373anc	1373_2	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	2488	0	F	691	42843	6910	428430	0.029679796	0.053631752	-0.023951957	0.029679796	-0.023951957	-0.559378218	-0.559378218	0	0	1	1	1373anc	1373_3	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1055	815	0	G	660	18420	6600	184200	0.019099259	0.056464472	-0.037365213	0.020947602	-0.03551687	-1.236398897	-1.175238031	0.001848343	0.061160866	0.938839134	0.998151657	1373anc	1373_4	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
899	918	0	G	802	24028	8020	240280	0.022795944	0.057993363	-0.035197418	0.020947602	-0.037045761	-1.164667505	-1.225828371	-0.001848343	-0.061160866	1.061160866	1.001848343	1373anc	1373_5	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287	602	0	H	1961	43989	19610	439890	0.044003257	0.068687735	-0.024684477	0.044003257	-0.024684477	-0.388834304	-0.388834304	0	0	1	1	1373anc	1373_6	0	1373	2	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	1220	0	E	264	27217	2640	272170	0.031690128	0.056328917	-0.024638789	0.028720098	-0.027608819	-0.594646545	-0.666326941	-0.00297003	-0.071680396	1.071680396	1.00297003	1373L1	1373L1	770.7047291	1373	2	ma	114	66	48	11	7	22	25	6	6	0	37	26	2	102	23
313	1542	0	H	162	45138	1620	451380	0.017124773	0.059158638	-0.042033865	0.044003257	-0.015155381	-0.662124962	-0.238730274	0.026878484	0.423394688	0.576605312	0.973121516	1373L10	1373L10	629.8660652	1373	2	ma	161	95	67	14	7	27	33	20	8	0	61	36	3	155	20
412	1591	0	F	921	28261	9210	282610	0.03236481	0.053955262	-0.021590451	0.029679796	-0.024275466	-0.504227209	-0.566933516	-0.002685015	-0.062706307	1.062706307	1.002685015	1373L11	1373L11	750.5657704	1373	2	ma	145	103	42	13	4	41	37	9	10	2	58	40	5	132	26
2561	648	0	H	4054	21101	40540	211010	0.028769701	0.060268439	-0.031498737	0.044003257	-0.016265181	-0.496173743	-0.256212045	0.015233556	0.239961698	0.760038302	0.984766444	1373L13	1373L13	773.4792046	1373	2	ma	198	117	81	17	12	36	44	14	10	1	69	47	3	208	7
