variable	value	Label
"Bundesland"	"Variable Label"	"Bundesland der Schule"
"Bundesland"	"Variable Label"	"Burgenland"
"Bundesland"	"2"	"Kärnten"
"Bundesland"	"3"	"Niederösterreich"
"Bundesland"	"4"	"Oberösterreich"
"Bundesland"	"5"	"Salzburg"
"Bundesland"	"6"	"Steiermark"
"Bundesland"	"7"	"Tirol"
"Bundesland"	"8"	"Vorarlberg"
"Bundesland"	"9"	"Wien"
"CODE"	"Variable Label"	"Grad der Urbanisierung"
"CODE"	"Variable Label"	"dicht besiedelte Gebiete"
"CODE"	"2"	"Gebiete mittlerer Besiedlungsdichte"
"CODE"	"3"	"gering besiedelte Gebiete"
"doi"	"Variable Label"	"digital object identifier"
"E1"	"Variable Label"	"Die folgenden Fragen beziehen sich auf Ihre Einstellung, Meinung, Erfahrung als Elternteil bzw. Erziehungsberechtigten.  Zuerst interessiert uns Ihre Meinung zu den Impfungen.     Informieren Sie sich über die Corona Impfung?"
"E1"	"Variable Label"	"Ja"
"E1"	"2"	"Nein"
"E1"	"3"	"keine Angabe"
"E11"	"Variable Label"	"Haben Sie Sorge, dass sich Ihr Kind/Ihre Kinder in der Schule mit dem Coronavirus infiziert/infizieren?"
"E11"	"Variable Label"	"Nein, gar nicht"
"E11"	"2"	"Nein, eher nicht"
"E11"	"3"	"Ja, eher schon"
"E11"	"4"	"Ja, sehr"
"E12_SQ001"	"Variable Label"	"[Die Tests geben der Schule und damit auch meiner Familie mehr Sicherheit vor einer Infektion mit dem Coronavirus] Bitte geben Sie an, wie sehr Sie den folgenden Aussagen zu den Corona-Selbsttests allgemein und dem Umgang mit Corona an den Schulen zustimm"
"E12_SQ001"	"Variable Label"	"Stimme gar nicht zu"
"E12_SQ001"	"2"	"Stimme eher nicht zu"
"E12_SQ001"	"3"	"Stimme eher zu"
"E12_SQ001"	"4"	"Stimme sehr zu"
"E12_SQ002"	"Variable Label"	"[Die Corona-Selbsttests an Schulen tragen dazu bei, die Ausbreitung von COVID-19 zu verhindern] Bitte geben Sie an, wie sehr Sie den folgenden Aussagen zu den Corona-Selbsttests allgemein und dem Umgang mit Corona an den Schulen zustimmen."
"E12_SQ002"	"Variable Label"	"Stimme gar nicht zu"
